uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
AM,SEPTICEMIA,HOSPITAL,"< 9",F,38
AM,SEPTICEMIA,HOSPITAL,"< 9",M,57
AM,SEPTICEMIA,OUTRO,"< 9",F,1
AM,SEPTICEMIA,OUTRO,"< 9",M,2
AM,SRAG,HOSPITAL,"< 9",M,2
AP,OUTRAS,DOMICILIO,"< 9",F,1
AP,OUTRAS,HOSPITAL,"< 9",F,10
AP,OUTRAS,HOSPITAL,"< 9",M,13
AP,OUTRAS,OUTRO,"< 9",M,1
AP,COVID,HOSPITAL,"< 9",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,1
AP,PNEUMONIA,DOMICILIO,"< 9",F,1
AP,PNEUMONIA,HOSPITAL,"< 9",F,3
AP,PNEUMONIA,HOSPITAL,"< 9",M,1
AP,SEPTICEMIA,HOSPITAL,"< 9",F,8
AP,SEPTICEMIA,HOSPITAL,"< 9",M,3
AP,SRAG,HOSPITAL,"< 9",F,2
AP,SRAG,HOSPITAL,"< 9",M,1
BA,OUTRAS,DOMICILIO,"< 9",F,11
BA,OUTRAS,DOMICILIO,"< 9",M,18
BA,OUTRAS,HOSPITAL,"< 9",F,199
BA,OUTRAS,HOSPITAL,"< 9",I,7
BA,OUTRAS,HOSPITAL,"< 9",M,241
BA,OUTRAS,IGNORADO,"< 9",F,1
BA,OUTRAS,OUTRO,"< 9",F,1
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,10
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,13
BA,COVID,HOSPITAL,"< 9",F,13
BA,COVID,HOSPITAL,"< 9",M,17
BA,COVID,OUTRO,"< 9",M,1
BA,INDETERMINADA,HOSPITAL,"< 9",F,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,66
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,2
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,85
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",I,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
BA,PNEUMONIA,HOSPITAL,"< 9",F,18
BA,PNEUMONIA,HOSPITAL,"< 9",M,22
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
BA,SEPTICEMIA,DOMICILIO,"< 9",M,1
BA,SEPTICEMIA,HOSPITAL,"< 9",F,86
BA,SEPTICEMIA,HOSPITAL,"< 9",M,97
BA,SEPTICEMIA,OUTRO,"< 9",M,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,4
BA,SEPTICEMIA,VIA_PUBLICA,"< 9",F,1
BA,SRAG,HOSPITAL,"< 9",F,5
BA,SRAG,HOSPITAL,"< 9",M,4
CE,OUTRAS,DOMICILIO,"< 9",F,4
CE,OUTRAS,DOMICILIO,"< 9",M,11
CE,OUTRAS,HOSPITAL,"< 9",F,174
CE,OUTRAS,HOSPITAL,"< 9",I,7
CE,OUTRAS,HOSPITAL,"< 9",M,200
CE,OUTRAS,IGNORADO,"< 9",F,11
CE,OUTRAS,IGNORADO,"< 9",M,22
CE,OUTRAS,OUTRO,"< 9",F,3
CE,OUTRAS,OUTRO,"< 9",M,3
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,4
CE,OUTRAS,VIA_PUBLICA,"< 9",M,4
CE,COVID,DOMICILIO,"< 9",M,1
CE,COVID,HOSPITAL,"< 9",F,26
CE,COVID,HOSPITAL,"< 9",M,22
CE,COVID,IGNORADO,"< 9",F,1
CE,COVID,IGNORADO,"< 9",M,1
CE,INDETERMINADA,DOMICILIO,"< 9",M,1
CE,INDETERMINADA,HOSPITAL,"< 9",F,4
CE,INDETERMINADA,HOSPITAL,"< 9",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,2
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,10
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,20
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,3
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,5
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
CE,PNEUMONIA,HOSPITAL,"< 9",F,7
CE,PNEUMONIA,HOSPITAL,"< 9",M,9
CE,PNEUMONIA,IGNORADO,"< 9",M,1
CE,SEPTICEMIA,AMBULANCIA,"< 9",F,1
CE,SEPTICEMIA,HOSPITAL,"< 9",F,32
CE,SEPTICEMIA,HOSPITAL,"< 9",M,64
CE,SEPTICEMIA,IGNORADO,"< 9",F,8
CE,SEPTICEMIA,IGNORADO,"< 9",M,5
CE,SEPTICEMIA,OUTRO,"< 9",F,1
CE,SRAG,HOSPITAL,"< 9",F,2
CE,SRAG,HOSPITAL,"< 9",M,1
DF,OUTRAS,DOMICILIO,"< 9",F,1
DF,OUTRAS,HOSPITAL,"< 9",F,56
DF,OUTRAS,HOSPITAL,"< 9",M,70
DF,OUTRAS,IGNORADO,"< 9",F,6
DF,OUTRAS,IGNORADO,"< 9",M,3
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,2
DF,OUTRAS,VIA_PUBLICA,"< 9",F,1
DF,COVID,HOSPITAL,"< 9",F,2
DF,COVID,HOSPITAL,"< 9",M,2
DF,INDETERMINADA,HOSPITAL,"< 9",F,1
DF,INDETERMINADA,HOSPITAL,"< 9",M,2
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,15
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,15
DF,PNEUMONIA,HOSPITAL,"< 9",F,2
DF,PNEUMONIA,HOSPITAL,"< 9",M,3
DF,SEPTICEMIA,DOMICILIO,"< 9",F,1
DF,SEPTICEMIA,HOSPITAL,"< 9",F,19
DF,SEPTICEMIA,HOSPITAL,"< 9",M,37
ES,OUTRAS,DOMICILIO,"< 9",F,5
ES,OUTRAS,DOMICILIO,"< 9",M,3
ES,OUTRAS,HOSPITAL,"< 9",F,40
ES,OUTRAS,HOSPITAL,"< 9",M,55
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
ES,OUTRAS,VIA_PUBLICA,"< 9",M,1
ES,COVID,HOSPITAL,"< 9",F,4
ES,COVID,HOSPITAL,"< 9",M,5
ES,COVID,OUTROS_SERVICOS_SAUDE,"< 9",F,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,8
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,5
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
ES,PNEUMONIA,HOSPITAL,"< 9",F,9
ES,PNEUMONIA,HOSPITAL,"< 9",M,11
ES,SEPTICEMIA,DOMICILIO,"< 9",M,1
ES,SEPTICEMIA,HOSPITAL,"< 9",F,25
ES,SEPTICEMIA,HOSPITAL,"< 9",M,44
ES,SRAG,HOSPITAL,"< 9",F,1
ES,SRAG,HOSPITAL,"< 9",M,2
GO,OUTRAS,DOMICILIO,"< 9",F,6
GO,OUTRAS,DOMICILIO,"< 9",M,6
GO,OUTRAS,HOSPITAL,"< 9",F,54
GO,OUTRAS,HOSPITAL,"< 9",I,1
GO,OUTRAS,HOSPITAL,"< 9",M,62
GO,OUTRAS,IGNORADO,"< 9",F,1
GO,OUTRAS,IGNORADO,"< 9",M,1
GO,OUTRAS,OUTRO,"< 9",M,2
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,3
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,6
GO,OUTRAS,VIA_PUBLICA,"< 9",F,1
GO,COVID,HOSPITAL,"< 9",F,6
GO,COVID,HOSPITAL,"< 9",M,4
GO,COVID,OUTRO,"< 9",M,1
GO,COVID,OUTROS_SERVICOS_SAUDE,"< 9",F,1
GO,INDETERMINADA,HOSPITAL,"< 9",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,2
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,16
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,27
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,3
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
GO,PNEUMONIA,HOSPITAL,"< 9",F,8
GO,PNEUMONIA,HOSPITAL,"< 9",M,5
GO,PNEUMONIA,IGNORADO,"< 9",F,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
GO,SEPTICEMIA,HOSPITAL,"< 9",F,33
GO,SEPTICEMIA,HOSPITAL,"< 9",M,54
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,3
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
GO,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MA,OUTRAS,AMBULANCIA,"< 9",M,1
MA,OUTRAS,DOMICILIO,"< 9",F,11
MA,OUTRAS,DOMICILIO,"< 9",M,10
MA,OUTRAS,HOSPITAL,"< 9",F,61
MA,OUTRAS,HOSPITAL,"< 9",I,2
MA,OUTRAS,HOSPITAL,"< 9",M,78
MA,OUTRAS,OUTRO,"< 9",F,4
MA,OUTRAS,OUTRO,"< 9",M,3
MA,OUTRAS,VIA_PUBLICA,"< 9",F,1
MA,OUTRAS,VIA_PUBLICA,"< 9",M,3
MA,COVID,HOSPITAL,"< 9",F,3
MA,COVID,HOSPITAL,"< 9",M,6
MA,INDETERMINADA,HOSPITAL,"< 9",F,1
MA,INDETERMINADA,HOSPITAL,"< 9",M,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,9
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,17
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
MA,PNEUMONIA,DOMICILIO,"< 9",M,2
MA,PNEUMONIA,HOSPITAL,"< 9",F,6
MA,PNEUMONIA,HOSPITAL,"< 9",M,10
MA,PNEUMONIA,OUTRO,"< 9",M,1
MA,SEPTICEMIA,HOSPITAL,"< 9",F,22
MA,SEPTICEMIA,HOSPITAL,"< 9",M,14
MA,SRAG,HOSPITAL,"< 9",F,2
MA,SRAG,HOSPITAL,"< 9",M,1
MA,SRAG,OUTRO,"< 9",M,1
MG,OUTRAS,DOMICILIO,"< 9",F,17
MG,OUTRAS,DOMICILIO,"< 9",M,18
MG,OUTRAS,HOSPITAL,"< 9",F,259
MG,OUTRAS,HOSPITAL,"< 9",I,3
MG,OUTRAS,HOSPITAL,"< 9",M,304
MG,OUTRAS,IGNORADO,"< 9",F,5
MG,OUTRAS,IGNORADO,"< 9",M,9
MG,OUTRAS,OUTRO,"< 9",F,1
MG,OUTRAS,OUTRO,"< 9",M,4
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,6
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,18
MG,OUTRAS,VIA_PUBLICA,"< 9",F,2
MG,OUTRAS,VIA_PUBLICA,"< 9",M,2
MG,COVID,HOSPITAL,"< 9",F,11
MG,COVID,HOSPITAL,"< 9",M,11
MG,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MG,INDETERMINADA,DOMICILIO,"< 9",M,1
MG,INDETERMINADA,HOSPITAL,"< 9",F,7
MG,INDETERMINADA,HOSPITAL,"< 9",M,8
MG,INDETERMINADA,OUTRO,"< 9",F,1
MG,INDETERMINADA,OUTRO,"< 9",M,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,37
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,56
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,1
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,2
MG,PNEUMONIA,HOSPITAL,"< 9",F,19
MG,PNEUMONIA,HOSPITAL,"< 9",M,11
MG,PNEUMONIA,IGNORADO,"< 9",F,1
MG,PNEUMONIA,IGNORADO,"< 9",M,1
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
MG,SEPTICEMIA,DOMICILIO,"< 9",M,1
MG,SEPTICEMIA,HOSPITAL,"< 9",F,106
MG,SEPTICEMIA,HOSPITAL,"< 9",M,138
MG,SEPTICEMIA,IGNORADO,"< 9",F,4
MG,SEPTICEMIA,IGNORADO,"< 9",M,3
MG,SEPTICEMIA,OUTRO,"< 9",F,1
MG,SRAG,HOSPITAL,"< 9",F,2
MG,SRAG,HOSPITAL,"< 9",M,1
MG,SRAG,IGNORADO,"< 9",F,1
MS,OUTRAS,DOMICILIO,"< 9",F,9
MS,OUTRAS,DOMICILIO,"< 9",M,3
MS,OUTRAS,HOSPITAL,"< 9",F,68
MS,OUTRAS,HOSPITAL,"< 9",M,83
MS,OUTRAS,OUTRO,"< 9",F,1
MS,OUTRAS,POSTO_SAUDE,"< 9",F,1
MS,OUTRAS,POSTO_SAUDE,"< 9",M,1
MS,OUTRAS,VIA_PUBLICA,"< 9",M,3
MS,COVID,HOSPITAL,"< 9",F,4
MS,COVID,HOSPITAL,"< 9",M,2
MS,INDETERMINADA,HOSPITAL,"< 9",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,3
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,10
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,13
MS,PNEUMONIA,DOMICILIO,"< 9",M,1
MS,PNEUMONIA,HOSPITAL,"< 9",F,6
MS,PNEUMONIA,HOSPITAL,"< 9",M,8
MS,SEPTICEMIA,HOSPITAL,"< 9",F,14
MS,SEPTICEMIA,HOSPITAL,"< 9",M,19
MT,OUTRAS,DOMICILIO,"< 9",F,2
MT,OUTRAS,DOMICILIO,"< 9",M,1
MT,OUTRAS,HOSPITAL,"< 9",F,39
MT,OUTRAS,HOSPITAL,"< 9",M,54
MT,OUTRAS,IGNORADO,"< 9",F,12
MT,OUTRAS,IGNORADO,"< 9",M,17
MT,OUTRAS,OUTRO,"< 9",F,3
MT,OUTRAS,OUTRO,"< 9",M,8
MT,COVID,HOSPITAL,"< 9",F,2
MT,COVID,HOSPITAL,"< 9",M,3
MT,COVID,IGNORADO,"< 9",F,5
MT,INDETERMINADA,IGNORADO,"< 9",M,2
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,7
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,7
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,3
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,10
MT,PNEUMONIA,HOSPITAL,"< 9",F,4
MT,PNEUMONIA,HOSPITAL,"< 9",M,3
MT,PNEUMONIA,IGNORADO,"< 9",F,2
MT,PNEUMONIA,IGNORADO,"< 9",M,3
MT,SEPTICEMIA,HOSPITAL,"< 9",F,15
MT,SEPTICEMIA,HOSPITAL,"< 9",M,18
MT,SEPTICEMIA,IGNORADO,"< 9",F,15
MT,SEPTICEMIA,IGNORADO,"< 9",M,16
MT,SEPTICEMIA,OUTRO,"< 9",F,1
MT,SRAG,IGNORADO,"< 9",F,1
PA,OUTRAS,DOMICILIO,"< 9",F,11
PA,OUTRAS,DOMICILIO,"< 9",M,9
PA,OUTRAS,HOSPITAL,"< 9",F,65
PA,OUTRAS,HOSPITAL,"< 9",I,3
PA,OUTRAS,HOSPITAL,"< 9",M,90
PA,OUTRAS,OUTRO,"< 9",F,4
PA,OUTRAS,OUTRO,"< 9",M,5
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,2
PA,OUTRAS,VIA_PUBLICA,"< 9",F,5
PA,OUTRAS,VIA_PUBLICA,"< 9",M,1
PA,COVID,HOSPITAL,"< 9",F,2
PA,COVID,HOSPITAL,"< 9",M,6
PA,COVID,OUTRO,"< 9",F,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PA,INDETERMINADA,DOMICILIO,"< 9",F,2
PA,INDETERMINADA,HOSPITAL,"< 9",M,2
PA,INDETERMINADA,VIA_PUBLICA,"< 9",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,15
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,29
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PA,PNEUMONIA,DOMICILIO,"< 9",M,2
PA,PNEUMONIA,HOSPITAL,"< 9",F,14
PA,PNEUMONIA,HOSPITAL,"< 9",M,20
PA,SEPTICEMIA,HOSPITAL,"< 9",F,26
PA,SEPTICEMIA,HOSPITAL,"< 9",M,28
PA,SRAG,HOSPITAL,"< 9",M,3
PB,OUTRAS,DOMICILIO,"< 9",F,15
PB,OUTRAS,DOMICILIO,"< 9",M,11
PB,OUTRAS,HOSPITAL,"< 9",F,59
PB,OUTRAS,HOSPITAL,"< 9",I,2
PB,OUTRAS,HOSPITAL,"< 9",M,59
PB,OUTRAS,OUTRO,"< 9",F,1
PB,OUTRAS,OUTRO,"< 9",M,2
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,8
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",I,1
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,12
PB,OUTRAS,VIA_PUBLICA,"< 9",M,1
PB,COVID,HOSPITAL,"< 9",M,7
PB,COVID,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PB,INDETERMINADA,DOMICILIO,"< 9",F,1
PB,INDETERMINADA,HOSPITAL,"< 9",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,10
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,9
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
PB,PNEUMONIA,HOSPITAL,"< 9",F,8
PB,PNEUMONIA,HOSPITAL,"< 9",M,15
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PB,SEPTICEMIA,HOSPITAL,"< 9",F,27
PB,SEPTICEMIA,HOSPITAL,"< 9",M,41
PB,SEPTICEMIA,OUTRO,"< 9",F,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,5
PB,SRAG,HOSPITAL,"< 9",M,1
PE,OUTRAS,DOMICILIO,"< 9",F,12
PE,OUTRAS,DOMICILIO,"< 9",M,10
PE,OUTRAS,HOSPITAL,"< 9",F,267
PE,OUTRAS,HOSPITAL,"< 9",I,8
PE,OUTRAS,HOSPITAL,"< 9",M,291
PE,OUTRAS,IGNORADO,"< 9",F,2
PE,OUTRAS,OUTRO,"< 9",M,5
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PE,OUTRAS,VIA_PUBLICA,"< 9",F,2
PE,OUTRAS,VIA_PUBLICA,"< 9",M,6
PE,COVID,HOSPITAL,"< 9",F,12
PE,COVID,HOSPITAL,"< 9",M,11
PE,INDETERMINADA,DOMICILIO,"< 9",F,1
PE,INDETERMINADA,DOMICILIO,"< 9",M,1
PE,INDETERMINADA,HOSPITAL,"< 9",F,7
PE,INDETERMINADA,HOSPITAL,"< 9",M,8
PE,INDETERMINADA,OUTRO,"< 9",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,20
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,27
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
PE,PNEUMONIA,DOMICILIO,"< 9",M,1
PE,PNEUMONIA,HOSPITAL,"< 9",F,5
PE,PNEUMONIA,HOSPITAL,"< 9",M,13
PE,SEPTICEMIA,HOSPITAL,"< 9",F,64
PE,SEPTICEMIA,HOSPITAL,"< 9",I,1
PE,SEPTICEMIA,HOSPITAL,"< 9",M,76
PE,SEPTICEMIA,OUTRO,"< 9",F,1
PE,SEPTICEMIA,VIA_PUBLICA,"< 9",F,1
PE,SRAG,HOSPITAL,"< 9",F,7
PE,SRAG,HOSPITAL,"< 9",M,5
PE,SRAG,VIA_PUBLICA,"< 9",M,1
PI,OUTRAS,DOMICILIO,"< 9",F,2
PI,OUTRAS,DOMICILIO,"< 9",M,3
PI,OUTRAS,HOSPITAL,"< 9",F,15
PI,OUTRAS,HOSPITAL,"< 9",M,11
PI,OUTRAS,IGNORADO,"< 9",F,1
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PI,OUTRAS,VIA_PUBLICA,"< 9",F,1
PI,COVID,HOSPITAL,"< 9",F,3
PI,COVID,OUTRO,"< 9",F,1
